Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,edge_source,edge_target,Route_Type_Atlantic,Route_Type_Commodity,Route_Type_Intra-Asia,Route_Type_Pacific,Route_Type_Suez,Transportation_Mode_Air,Transportation_Mode_Sea,Product_Category_Auto Parts,Product_Category_Consumer Electronics,Product_Category_Perishable Foods,Product_Category_Pharmaceuticals,Product_Category_Raw Materials,Product_Category_Semiconductors,Product_Category_Textiles,Delivery_Status_Late,Delivery_Status_On Time,Disruption_Event_Geopolitical Conflict (Route Diversion),Disruption_Event_Port Congestion,Disruption_Event_Severe Weather (Typhoon/Storm),Mitigation_Action_Taken_Expedited Air Freight,Mitigation_Action_Taken_Re-routing,Mitigation_Action_Taken_Standard Shipping
24,26,41,15,0.17,3.4,2.35,7007.82,7487,35,65,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
35,38,42,4,0.13,7.1,3.37,876.93,1411,15,94,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7,8,12,4,0.87,7.4,4.79,5840.85,3786,38,90,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,37,40,3,0.3,5.1,4.46,3788.79,5299,136,158,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,9,11,2,0.26,4.6,3.97,5110.18,7374,71,112,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12,14,16,2,0.36,5.5,2.74,3395.17,4539,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,6,16,10,0.58,3.0,3.74,167285.98,8021,76,117,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7,8,13,5,0.26,0.4,3.18,2583.25,3417,71,112,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
18,20,24,4,0.17,8.1,3.99,942.08,1464,131,198,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12,15,17,2,0.22,8.0,3.6,6552.32,9765,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,30,38,8,0.45,8.5,2.61,6298.8,5430,19,88,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
3,5,14,9,0.13,0.4,3.15,119447.33,8008,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
18,21,24,3,0.56,6.3,3.61,1655.78,1769,131,198,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
35,38,42,4,0.43,7.5,6.64,3442.51,4377,136,158,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7,9,16,7,0.64,4.9,2.45,2082.14,2116,38,94,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
24,26,36,10,0.39,1.6,2.56,11001.02,9893,76,135,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
35,36,42,6,0.31,3.7,5.24,3582.33,4972,115,194,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,9,11,2,0.79,8.6,2.43,2193.47,2228,71,112,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24,26,46,20,0.79,3.1,4.43,14067.26,6549,89,135,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,27,44,17,0.43,0.5,4.39,1447.15,1265,82,142,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,41,15,0.87,5.0,2.5,14282.3,9547,90,142,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
24,25,43,18,0.77,5.6,5.09,6582.98,4649,31,65,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,8,12,4,0.58,5.5,3.73,5515.46,5818,7,103,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
28,31,46,15,0.1,6.2,3.68,2906.64,2202,104,128,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
35,36,39,3,0.76,5.8,2.53,3420.91,2356,136,158,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
12,13,15,2,0.31,8.7,5.48,4084.52,5669,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2,3,6,3,0.48,5.4,3.36,61299.08,4564,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,29,42,13,0.46,3.4,4.11,5191.76,4445,98,124,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
12,15,14,0,0.13,3.0,4.37,1290.23,2076,123,193,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,5,23,18,0.66,9.7,4.26,152419.87,6956,36,81,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,37,12,0.22,6.2,4.09,4535.47,4647,76,135,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
12,15,19,4,0.71,7.2,3.97,1061.82,1129,123,193,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
12,13,16,3,0.35,1.8,6.01,2940.3,3960,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12,13,18,5,0.54,8.1,4.05,131.28,155,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
12,14,19,5,0.3,7.1,4.17,6575.14,9196,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
4,7,8,1,0.27,4.9,1.35,87626.48,7603,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35,36,39,3,0.71,0.4,3.59,2052.17,2182,73,120,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,20,22,2,0.81,0.0,3.73,3894.4,2608,69,144,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
28,29,46,17,0.36,2.4,4.59,7211.26,6628,115,176,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,43,17,0.26,5.1,3.07,642.1,637,2,64,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
35,37,38,1,0.47,1.3,4.72,286.21,354,136,158,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,31,40,9,0.29,4.3,2.61,6653.31,6447,9,95,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
3,5,17,12,0.52,5.8,4.42,56901.5,2836,83,120,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,26,39,13,0.75,6.2,3.3,6484.8,4632,68,136,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
12,13,17,4,0.47,8.0,3.04,4793.59,5929,123,193,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12,13,15,2,0.42,4.9,4.16,2188.36,2802,123,193,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,20,22,2,0.45,1.4,2.76,5641.52,7074,136,152,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,19,26,7,0.29,7.8,4.02,1309.03,1845,69,144,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12,15,15,0,0.82,7.5,3.48,8046.54,5359,123,193,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
35,36,43,7,0.46,9.4,3.91,3447.28,4293,136,158,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,30,44,14,0.81,0.5,1.92,9519.15,6574,49,95,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,47,17,0.83,9.3,5.33,10048.9,6864,49,95,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
12,13,19,6,0.12,7.8,4.75,4182.64,6790,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3,6,18,12,0.74,3.3,5.17,65252.09,2841,36,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
18,21,24,3,0.58,1.2,4.74,3614.72,3813,69,144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
18,20,26,6,0.57,8.4,0.91,7127.17,7566,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
12,13,18,5,0.86,0.6,4.15,4160.54,4067,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,9,10,1,0.43,4.3,3.99,1583.22,2013,9,94,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7,10,10,0,0.14,2.8,2.2,5212.25,8313,7,103,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
24,26,34,8,0.49,7.6,4.49,148.99,125,68,136,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
18,21,24,3,0.76,8.7,4.72,2363.33,2238,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
35,36,40,4,0.65,8.6,3.35,611.19,449,136,158,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
7,10,13,3,0.75,4.5,2.02,9178.4,9536,7,103,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,19,25,6,0.41,1.8,3.63,5396.63,6379,69,144,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
24,25,38,13,0.31,7.1,3.3,3023.49,2885,68,136,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2,5,12,7,0.3,0.7,3.3,5830.11,453,98,123,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
7,10,12,2,0.39,7.1,3.62,1951.0,2552,30,92,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,7,10,3,0.73,1.7,4.26,91922.03,5855,38,94,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
24,27,40,13,0.17,5.3,1.56,9300.1,9936,68,136,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,34,8,0.48,8.6,3.56,7370.4,6225,89,135,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
35,36,40,4,0.69,6.5,4.68,7449.01,8014,0,72,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,25,38,13,0.71,9.0,3.68,13380.4,9781,76,135,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
35,37,42,5,0.14,6.3,2.29,4340.09,6922,19,84,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12,15,16,1,0.56,4.3,5.13,1716.86,2001,123,193,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,29,48,19,0.19,8.6,4.53,9121.1,9581,54,101,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,8,13,5,0.1,6.8,3.76,2220.57,2243,83,120,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
28,30,46,16,0.21,0.5,3.11,1836.77,1265,52,73,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,5,18,13,0.37,7.0,2.19,165125.02,9131,31,98,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,39,14,0.25,3.3,3.21,4006.0,4006,145,191,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3,5,20,15,0.66,2.4,6.02,101912.71,4651,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,26,41,15,0.3,4.8,3.63,3534.96,3399,76,135,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,8,16,8,0.24,3.9,4.88,4476.65,6017,71,112,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
35,36,39,3,0.59,7.1,3.2,6166.09,7051,115,194,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,30,38,8,0.49,5.6,5.2,5317.52,4461,61,148,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
12,15,17,2,0.88,7.6,4.13,6210.2,6006,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
12,14,17,3,0.52,3.8,3.94,5473.29,6547,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,31,43,12,0.3,0.8,2.42,1873.04,1801,52,73,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,5,8,3,0.55,8.7,3.98,5294.02,345,31,98,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
24,25,40,15,0.76,1.5,2.37,6686.59,4749,90,142,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,41,11,0.18,9.5,2.34,7560.5,8009,19,88,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
18,19,23,4,0.27,3.8,6.0,7081.27,9293,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
18,21,23,2,0.27,4.6,4.53,1282.44,1683,69,144,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
12,14,14,0,0.19,9.4,1.86,5280.83,5379,123,193,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7,10,11,1,0.18,8.3,3.91,2630.4,4053,120,194,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,29,48,19,0.22,9.7,2.09,6267.87,6422,98,124,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,31,40,9,0.35,5.5,3.84,10580.23,6531,9,95,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,42,17,0.74,8.4,3.9,5896.51,4236,76,135,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
28,30,40,10,0.27,9.4,4.28,8102.59,7975,133,186,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
28,29,45,16,0.38,4.3,4.35,8123.23,7358,49,88,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4,6,11,5,0.28,1.6,5.3,104613.7,9006,38,94,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
7,8,15,7,0.72,6.8,3.03,7039.19,7441,38,94,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
35,37,42,5,0.62,8.9,3.66,4931.69,5535,19,84,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,9,9,0,0.57,9.5,4.08,2925.54,3388,9,94,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,4,8,4,0.58,1.5,2.52,3613.3,252,31,98,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,27,44,17,0.11,6.9,3.54,5308.46,5978,13,66,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,25,39,14,0.28,1.5,3.73,3739.65,3652,76,135,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
12,15,18,3,0.19,9.2,1.52,4485.61,4569,123,193,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,38,38,0,0.58,9.8,2.87,3156.21,3632,15,94,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
18,20,28,8,0.84,4.4,4.26,9356.4,8475,131,198,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
2,3,9,6,0.24,1.5,4.55,56152.47,4990,98,123,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,36,40,4,0.49,6.8,5.16,7214.46,5869,12,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,26,42,16,0.16,4.1,3.33,6673.25,7191,145,191,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
18,20,23,3,0.3,7.7,3.72,6780.35,9483,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,31,44,13,0.57,6.6,2.9,6998.43,5572,54,101,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,10,15,5,0.25,0.0,3.38,3325.5,4434,7,103,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
24,25,40,15,0.48,6.6,1.96,5420.35,3052,31,65,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,27,39,12,0.46,2.4,2.9,2818.38,2413,31,65,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,8,13,5,0.72,6.0,3.03,2119.21,1369,9,94,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
12,13,15,2,0.39,9.5,3.58,868.1,757,123,193,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,25,35,10,0.29,4.2,1.7,2080.51,1344,145,191,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
18,20,23,3,0.38,9.1,3.65,914.6,1205,136,152,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,10,12,2,0.52,3.7,3.81,666.29,797,38,94,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,5,9,4,0.11,7.4,2.57,55735.3,5533,98,123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35,37,40,3,0.43,8.7,3.32,1092.45,926,19,84,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
7,8,12,4,0.34,9.3,1.74,4974.01,6749,71,112,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,21,21,0,0.73,6.4,3.27,6829.87,7178,136,152,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
12,14,18,4,0.18,2.2,4.77,1820.45,2805,37,104,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,10,13,3,0.79,1.4,3.19,4687.2,3174,9,94,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35,36,42,6,0.46,4.4,3.39,6990.11,8705,12,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
28,30,38,8,0.68,4.2,2.75,1344.0,1000,52,73,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
3,6,20,14,0.35,6.5,5.62,106403.23,5971,108,130,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
4,7,10,3,0.83,1.5,5.23,118492.74,7135,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
12,13,17,4,0.23,1.9,3.39,1345.55,1989,123,193,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,21,25,4,0.85,9.2,3.17,9915.53,9745,131,198,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,36,40,4,0.75,4.1,3.68,1857.63,1930,12,90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,21,26,5,0.76,8.7,5.35,3022.1,3122,69,144,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2,3,10,7,0.34,7.4,5.01,120773.66,9104,98,123,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
24,27,43,16,0.42,5.8,2.03,2669.6,2350,89,135,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,31,44,13,0.86,2.8,0.86,2784.05,1871,49,95,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2,3,7,4,0.76,3.2,4.07,48906.26,3062,98,123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,30,40,10,0.87,8.8,3.18,2945.63,1969,31,81,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
24,26,39,13,0.83,3.2,3.16,972.1,664,17,66,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
18,20,28,8,0.79,4.1,2.48,353.34,329,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
24,27,40,13,0.36,0.7,3.81,4320.45,3971,2,64,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
12,14,16,2,0.52,0.3,5.58,3454.35,4132,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,20,24,4,0.76,1.2,3.05,4687.06,4842,136,152,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
12,14,19,5,0.7,3.0,3.81,3997.12,2850,123,193,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
7,9,11,2,0.21,3.6,1.62,1709.66,2569,38,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,27,40,13,0.89,2.5,0.4,18309.58,8073,90,142,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,42,17,0.75,4.0,2.4,2203.6,1574,13,66,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,31,38,7,0.73,2.6,2.85,11366.78,8213,52,73,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
3,6,19,13,0.59,6.2,4.6,53078.64,2529,36,81,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,44,19,0.19,9.8,3.48,12026.62,8422,68,136,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
18,19,22,3,0.75,0.3,2.23,1421.7,1354,131,198,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,8,12,4,0.16,1.2,3.63,5169.89,7428,30,92,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
24,25,36,11,0.73,7.2,4.69,8625.09,6232,31,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,40,10,0.51,1.1,5.28,12022.02,9952,133,186,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
35,37,40,3,0.35,8.1,2.21,5098.75,6867,12,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,19,25,6,0.42,0.4,2.9,4960.34,5822,69,144,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
12,13,19,6,0.13,3.1,2.5,2584.81,4159,37,104,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,9,15,6,0.86,0.4,1.92,10315.19,6162,38,90,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
7,8,15,7,0.48,1.6,3.3,6114.77,6886,7,103,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
12,15,18,3,0.44,8.7,3.21,3333.53,4209,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
35,36,37,1,0.28,5.4,4.7,2685.06,3814,115,194,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,31,43,12,0.79,6.4,3.85,9183.42,6413,76,125,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
2,5,10,5,0.55,9.5,3.11,41293.4,2691,98,123,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
7,9,13,4,0.28,3.1,4.49,6722.5,9549,120,194,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,8,10,2,0.56,8.5,3.08,460.75,358,71,112,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3,6,13,7,0.34,0.3,3.32,156308.86,8837,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,26,36,10,0.88,0.1,4.69,4994.78,3321,89,135,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
18,20,21,1,0.36,8.1,3.75,7830.44,6979,131,198,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,27,40,13,0.28,3.6,3.1,5850.11,5713,82,142,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
7,9,11,2,0.74,0.3,3.21,2723.62,2846,38,94,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
35,37,42,5,0.53,3.5,3.4,6283.48,4978,19,84,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
12,14,16,2,0.27,3.4,3.87,6678.35,9561,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,21,22,1,0.68,2.8,0.91,3738.5,4046,136,152,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,5,6,1,0.42,1.5,2.74,76597.36,5944,98,123,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
7,10,10,0,0.26,7.2,3.25,6358.28,9175,38,94,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
